model_name,horizon,accuracy,adjacent_tolerant_accuracy,severe_miss_rate,brier_vol_expansion,brier_vix_spike,risk_bucket_accuracy,false_alarm_rate,missed_risk_rate,vix_directional_accuracy,vvix_directional_accuracy,rv_directional_accuracy,combined_vol_directional_accuracy,avg_lead_quality,notes
heuristic,1,0.5068493150684932,0.7671232876712328,0.2328767123287671,0.29606878917097257,0.4697594193079589,0.5342465753424658,0.4657534246575342,0.0,0.4657534246575342,0.5205479452054794,0.684931506849315,0.5570776255707762,0.6438356164383562,
heuristic,2,0.4931506849315068,0.6575342465753424,0.3424657534246575,0.2888165593023014,0.5207829976584658,0.547945205479452,0.4520547945205479,0.0,0.4657534246575342,0.5205479452054794,0.5753424657534246,0.5205479452054794,0.6712328767123288,
heuristic,3,0.4722222222222222,0.6527777777777778,0.3472222222222222,0.26030801991397223,0.5495659365806389,0.5555555555555556,0.4444444444444444,0.0,0.5,0.5277777777777778,0.5694444444444444,0.5324074074074074,0.7083333333333334,
hmm_v1_core,1,0.410958904109589,0.726027397260274,0.273972602739726,0.42541007541717807,0.27207717130758907,0.5616438356164384,0.1643835616438356,0.273972602739726,0.6027397260273972,0.6027397260273972,0.7123287671232876,0.639269406392694,0.5342465753424658,
hmm_v1_core,2,0.3561643835616438,0.6575342465753424,0.3424657534246575,0.42761715284205476,0.27029013914342465,0.5205479452054794,0.1780821917808219,0.3013698630136986,0.589041095890411,0.6027397260273972,0.6301369863013698,0.6073059360730594,0.5068493150684932,
hmm_v1_core,3,0.3888888888888889,0.6944444444444444,0.3055555555555556,0.4117628262329861,0.22309588178854167,0.6111111111111112,0.125,0.2638888888888889,0.5972222222222222,0.5833333333333334,0.6527777777777778,0.6111111111111112,0.5416666666666666,
hmm_v2_core_plus_sector_corr,1,0.4246575342465753,0.7534246575342466,0.2465753424657534,0.39717808908816443,0.28893899319775346,0.547945205479452,0.1780821917808219,0.273972602739726,0.6164383561643836,0.6164383561643836,0.7123287671232876,0.6484018264840183,0.547945205479452,
hmm_v2_core_plus_sector_corr,2,0.3698630136986301,0.6712328767123288,0.3287671232876712,0.38476697338683563,0.2642611925649178,0.5342465753424658,0.1780821917808219,0.2876712328767123,0.6027397260273972,0.6164383561643836,0.6301369863013698,0.6164383561643836,0.5205479452054794,
hmm_v2_core_plus_sector_corr,3,0.4166666666666667,0.7083333333333334,0.2916666666666667,0.34539173104299997,0.22096923104299998,0.625,0.125,0.25,0.6111111111111112,0.5694444444444444,0.6666666666666666,0.6157407407407408,0.5555555555555556,
hmm_v3_core_plus_sector_geometry,1,0.3835616438356164,0.7123287671232876,0.2876712328767123,0.4064430929570959,0.26971169569682196,0.5616438356164384,0.1643835616438356,0.273972602739726,0.5753424657534246,0.5753424657534246,0.7123287671232876,0.6210045662100457,0.5342465753424658,
hmm_v3_core_plus_sector_geometry,2,0.3561643835616438,0.6027397260273972,0.3972602739726027,0.4112406501539452,0.27850169124983565,0.4931506849315068,0.1917808219178082,0.3150684931506849,0.5616438356164384,0.5753424657534246,0.6164383561643836,0.5844748858447488,0.4794520547945205,
hmm_v3_core_plus_sector_geometry,3,0.375,0.6527777777777778,0.3472222222222222,0.36880057091638885,0.21507462647194445,0.5833333333333334,0.1388888888888889,0.2777777777777778,0.5694444444444444,0.5555555555555556,0.6388888888888888,0.587962962962963,0.5138888888888888,
